NroFactura,IDCliente,Descripcion,Categoria,Cantidad,PrecioUnitario,PrecioTotal,FechaFactura,Ciudad
FAC02434,C0211,Esencia Rosa,Aromatizacion,3,6000.0,18000.0,2023-12-25,Mendoza
FAC02434,C0211,Vela Aromatica Lavanda,Velas,3,5300.0,15900.0,2023-12-25,Mendoza
FAC02526,C0222,Marco Foto 10x15,Decoracion,1,9100.0,9100.0,2023-12-25,Buenos Aires
FAC02268,C0181,Jabonera Ceramica,Bano,2,9800.0,19600.0,2023-12-26,Buenos Aires
FAC02268,C0181,Vaso Bambu,Bano,4,7600.0,30400.0,2023-12-26,Buenos Aires
FAC02268,C0181,Dispensador Jabon,Bano,3,13600.0,40800.0,2023-12-26,Buenos Aires
FAC02167,C0167,Planta Artificial,Decoracion,1,16600.0,16600.0,2023-12-26,Buenos Aires
FAC02167,C0167,Esencia Jazmin,Aromatizacion,3,6000.0,18000.0,2023-12-26,Buenos Aires
FAC02167,C0167,Reloj Pared Madera,Decoracion,4,37800.0,151200.0,2023-12-26,Buenos Aires
FAC02167,C0167,Tabla de Cortar Madera,Cocina,2,18100.0,36200.0,2023-12-26,Buenos Aires
FAC01721,C0099,Salero Porcelana,Cocina,1,10600.0,10600.0,2023-12-27,Córdoba
FAC02441,C0212,Cesta Desayuno,Regaleria,1,27200.0,27200.0,2023-12-27,La Plata
FAC01721,C0099,Difusor Cana,Aromatizacion,3,21100.0,63300.0,2023-12-27,Córdoba
FAC01721,C0099,Salero Porcelana,Cocina,4,10600.0,42400.0,2023-12-27,Córdoba
FAC02441,C0212,Cojin Decorativo,Decoracion,2,19600.0,39200.0,2023-12-27,La Plata
FAC02441,C0212,Juego de Te x6,Cocina,2,33200.0,66400.0,2023-12-27,La Plata
FAC01721,C0099,Set Velas x3,Velas,3,15100.0,45300.0,2023-12-27,Córdoba
FAC02441,C0212,Pimentero Porcelana,Cocina,3,10600.0,31800.0,2023-12-27,La Plata
FAC01056,C0011,Esencia Jazmin,Aromatizacion,4,6000.0,24000.0,2023-12-30,Córdoba
FAC01056,C0011,Lazo Decorativo,Regaleria,2,1200.0,2400.0,2023-12-30,Córdoba
FAC01056,C0011,Maceta Ceramica,Decoracion,1,12100.0,12100.0,2023-12-30,Córdoba
FAC01056,C0011,Maceta Ceramica,Decoracion,2,12100.0,24200.0,2023-12-30,Córdoba
FAC01021,C0003,Bolsa Regalo Pequeña,Regaleria,2,2300.0,4600.0,2023-12-31,Buenos Aires
FAC01021,C0003,Guirnalda LED,Decoracion,4,16600.0,66400.0,2023-12-31,Buenos Aires
FAC02588,C0230,Lazo Decorativo,Regaleria,4,1200.0,4800.0,2023-12-31,Buenos Aires
FAC01977,C0137,Bolsa Regalo Pequeña,Regaleria,2,2300.0,4600.0,2023-12-31,Buenos Aires
FAC01977,C0137,Marco Foto 10x15,Decoracion,1,9100.0,9100.0,2023-12-31,Buenos Aires
FAC01977,C0137,Reloj Pared Madera,Decoracion,1,37800.0,37800.0,2023-12-31,Buenos Aires
FAC01977,C0137,Album de Fotos,Regaleria,1,18100.0,18100.0,2023-12-31,Buenos Aires
FAC02588,C0230,Difusor Cana,Aromatizacion,4,21100.0,84400.0,2023-12-31,Buenos Aires
FAC01977,C0137,Pimentero Porcelana,Cocina,1,10600.0,10600.0,2023-12-31,Buenos Aires
FAC01021,C0003,Bolsa Regalo Pequeña,Regaleria,3,2300.0,6900.0,2023-12-31,Buenos Aires
FAC01354,C0050,Mantel Navideno,Decoracion,4,22600.0,90400.0,2024-01-01,Buenos Aires
FAC01386,C0055,Perchero Entrada,Decoracion,3,33200.0,99600.0,2024-01-01,Mar del Plata
FAC01354,C0050,Set Sal y Pimienta,Cocina,1,19600.0,19600.0,2024-01-01,Buenos Aires
FAC01354,C0050,Marco Foto 10x15,Decoracion,1,9100.0,9100.0,2024-01-01,Buenos Aires
FAC01386,C0055,Mantel Navideno,Decoracion,2,22600.0,45200.0,2024-01-01,Mar del Plata
FAC01386,C0055,Dispensador Jabon,Bano,3,13600.0,40800.0,2024-01-01,Mar del Plata
FAC01386,C0055,Jabonera Ceramica,Bano,2,9800.0,19600.0,2024-01-01,Mar del Plata
FAC02654,C0239,Marco Foto 10x15,Decoracion,1,9100.0,9100.0,2024-01-01,Buenos Aires
FAC02654,C0239,Marco Foto 20x30,Decoracion,4,15100.0,60400.0,2024-01-01,Buenos Aires
FAC02793,C0255,Papel Tissue Colores,Regaleria,2,1500.0,3000.0,2024-01-01,Mar del Plata
FAC01354,C0050,Vaso Bambu,Bano,3,7600.0,22800.0,2024-01-01,Buenos Aires
FAC02793,C0255,Difusor Cana,Aromatizacion,4,21100.0,84400.0,2024-01-01,Mar del Plata
FAC01354,C0050,Vaso Bambu,Bano,4,7600.0,30400.0,2024-01-01,Buenos Aires
FAC02654,C0239,Set Velas x3,Velas,1,15100.0,15100.0,2024-01-01,Buenos Aires
FAC02793,C0255,Cesta Desayuno,Regaleria,2,27200.0,54400.0,2024-01-01,Mar del Plata
FAC02793,C0255,Juego de Te x6,Cocina,3,33200.0,99600.0,2024-01-01,Mar del Plata
FAC02793,C0255,Jabonera Ceramica,Bano,1,9800.0,9800.0,2024-01-01,Mar del Plata
FAC03683,C0386,Toallero Bambu,Bano,2,24200.0,48400.0,2024-01-02,Mendoza
FAC01779,C0109,Marco Foto 10x15,Decoracion,2,9100.0,18200.0,2024-01-02,Buenos Aires
FAC01779,C0109,Marco Foto 20x30,Decoracion,1,15100.0,15100.0,2024-01-02,Buenos Aires
FAC01832,C0119,Jabonera Ceramica,Bano,1,9800.0,9800.0,2024-01-02,La Plata
FAC03683,C0386,Servilletas Papel x20,Cocina,2,3800.0,7600.0,2024-01-02,Mendoza
FAC01832,C0119,Set Sal y Pimienta,Cocina,2,19600.0,39200.0,2024-01-02,La Plata
FAC02252,C0177,Cuadro Motivacional,Decoracion,4,25700.0,102800.0,2024-01-02,Buenos Aires
FAC01832,C0119,Cuadro Motivacional,Decoracion,4,25700.0,102800.0,2024-01-02,La Plata
FAC03683,C0386,Juego de Te x6,Cocina,2,33200.0,66400.0,2024-01-02,Mendoza
FAC02252,C0177,Aromatizador Hogar,Aromatizacion,3,11300.0,33900.0,2024-01-02,Buenos Aires
FAC02252,C0177,Espejo Redondo,Decoracion,1,30200.0,30200.0,2024-01-02,Buenos Aires
FAC02252,C0177,Lazo Decorativo,Regaleria,1,1200.0,1200.0,2024-01-02,Buenos Aires
FAC03380,C0346,Pimentero Porcelana,Cocina,3,10600.0,31800.0,2024-01-03,Córdoba
FAC03346,C0341,Esencia Jazmin,Aromatizacion,2,6000.0,12000.0,2024-01-03,Rosario
FAC03380,C0346,Salero Porcelana,Cocina,1,10600.0,10600.0,2024-01-03,Córdoba
FAC03380,C0346,Juego de Te x6,Cocina,1,33200.0,33200.0,2024-01-03,Córdoba
FAC03380,C0346,Taza Ceramica Negra,Cocina,1,8300.0,8300.0,2024-01-03,Córdoba
FAC03346,C0341,Taza Ceramica Negra,Cocina,2,8300.0,16600.0,2024-01-03,Rosario
FAC01002,C0001,Maceta Ceramica,Decoracion,4,12100.0,48400.0,2024-01-05,Buenos Aires
FAC02052,C0148,Pimentero Porcelana,Cocina,1,10600.0,10600.0,2024-01-05,Mendoza
FAC02376,C0202,Perchero Entrada,Decoracion,2,33200.0,66400.0,2024-01-05,Buenos Aires
FAC02376,C0202,Servilletas Papel x20,Cocina,4,3800.0,15200.0,2024-01-05,Buenos Aires
FAC01350,C0050,Delantal de Cocina,Cocina,2,12800.0,25600.0,2024-01-05,La Plata
FAC01002,C0001,Vaso Bambu,Bano,3,7600.0,22800.0,2024-01-05,Buenos Aires
FAC01002,C0001,Regadera Decorativa,Decoracion,1,21100.0,21100.0,2024-01-05,Buenos Aires
FAC01002,C0001,Marco Foto 20x30,Decoracion,2,15100.0,30200.0,2024-01-05,Buenos Aires
FAC01002,C0001,Taza Ceramica Negra,Cocina,2,8300.0,16600.0,2024-01-05,Buenos Aires
FAC02376,C0202,Cojin Decorativo,Decoracion,1,19600.0,19600.0,2024-01-05,Buenos Aires
FAC01350,C0050,Jabonera Ceramica,Bano,2,9800.0,19600.0,2024-01-05,La Plata
FAC01350,C0050,Cesta Desayuno,Regaleria,3,27200.0,81600.0,2024-01-05,La Plata
FAC02376,C0202,Set Sal y Pimienta,Cocina,3,19600.0,58800.0,2024-01-05,Buenos Aires
FAC02376,C0202,Vela Aromatica Lavanda,Velas,4,5300.0,21200.0,2024-01-05,Buenos Aires
FAC02052,C0148,Salero Porcelana,Cocina,3,10600.0,31800.0,2024-01-05,Mendoza
FAC02052,C0148,Esencia Jazmin,Aromatizacion,1,6000.0,6000.0,2024-01-05,Mendoza
FAC02476,C0217,Difusor Cana,Aromatizacion,3,21100.0,63300.0,2024-01-06,Buenos Aires
FAC02476,C0217,Vela Aromatica Vainilla,Velas,3,5300.0,15900.0,2024-01-06,Buenos Aires
FAC02476,C0217,Pimentero Porcelana,Cocina,1,10600.0,10600.0,2024-01-06,Buenos Aires
FAC02476,C0217,Bolsa Regalo Grande,Regaleria,4,3000.0,12000.0,2024-01-06,Buenos Aires
FAC02476,C0217,Tabla de Cortar Madera,Cocina,3,18100.0,54300.0,2024-01-06,Buenos Aires
FAC01669,C0090,Marco Foto 20x30,Decoracion,1,15100.0,15100.0,2024-01-07,Mar del Plata
FAC01669,C0090,Marco Foto 10x15,Decoracion,2,9100.0,18200.0,2024-01-07,Mar del Plata
FAC02104,C0155,Pimentero Porcelana,Cocina,4,10600.0,42400.0,2024-01-08,Buenos Aires
FAC01787,C0110,Vela Aromatica Vainilla,Velas,3,5300.0,15900.0,2024-01-08,Córdoba
FAC01787,C0110,Vela Aromatica Lavanda,Velas,1,5300.0,5300.0,2024-01-08,Córdoba
FAC02104,C0155,Maceta Ceramica,Decoracion,1,12100.0,12100.0,2024-01-08,Buenos Aires
FAC02104,C0155,Planta Artificial,Decoracion,3,16600.0,49800.0,2024-01-08,Buenos Aires
FAC01053,C0010,Portavelas Cristal,Velas,3,13600.0,40800.0,2024-01-08,Mar del Plata
FAC01787,C0110,Vaso Bambu,Bano,3,7600.0,22800.0,2024-01-08,Córdoba
FAC01053,C0010,Taza Ceramica Negra,Cocina,1,8300.0,8300.0,2024-01-08,Mar del Plata
FAC01053,C0010,Dispensador Jabon,Bano,3,13600.0,40800.0,2024-01-08,Mar del Plata
FAC01053,C0010,Servilletas Papel x20,Cocina,3,3800.0,11400.0,2024-01-08,Mar del Plata
FAC01053,C0010,Tabla de Cortar Madera,Cocina,4,18100.0,72400.0,2024-01-08,Mar del Plata
FAC01787,C0110,Portavelas Cristal,Velas,1,13600.0,13600.0,2024-01-08,Córdoba
FAC01787,C0110,Cojin Decorativo,Decoracion,1,19600.0,19600.0,2024-01-08,Córdoba
FAC03158,C0311,Bolsa Regalo Grande,Regaleria,3,3000.0,9000.0,2024-01-09,Rosario
FAC03158,C0311,Difusor Cana,Aromatizacion,4,21100.0,84400.0,2024-01-09,Rosario
FAC03158,C0311,Difusor Cana,Aromatizacion,3,21100.0,63300.0,2024-01-09,Rosario
FAC03158,C0311,Marco Foto 10x15,Decoracion,4,9100.0,36400.0,2024-01-09,Rosario
FAC02841,C0260,Toallero Bambu,Bano,2,24200.0,48400.0,2024-01-10,Buenos Aires
FAC02684,C0243,Jabonera Ceramica,Bano,4,9800.0,39200.0,2024-01-10,Buenos Aires
FAC02841,C0260,Pimentero Porcelana,Cocina,3,10600.0,31800.0,2024-01-10,Buenos Aires
FAC02684,C0243,Aromatizador Hogar,Aromatizacion,3,11300.0,33900.0,2024-01-10,Buenos Aires
FAC02684,C0243,Set Sal y Pimienta,Cocina,1,19600.0,19600.0,2024-01-10,Buenos Aires
FAC03153,C0310,Guirnalda LED,Decoracion,3,16600.0,49800.0,2024-01-10,Rosario
FAC03153,C0310,Difusor Cana,Aromatizacion,2,21100.0,42200.0,2024-01-10,Rosario
FAC03153,C0310,Papel Tissue Colores,Regaleria,1,1500.0,1500.0,2024-01-10,Rosario
FAC02684,C0243,Vela Aromatica Vainilla,Velas,1,5300.0,5300.0,2024-01-10,Buenos Aires
FAC02684,C0243,Portavelas Cristal,Velas,4,13600.0,54400.0,2024-01-10,Buenos Aires
FAC01957,C0131,Planta Artificial,Decoracion,4,16600.0,66400.0,2024-01-11,Buenos Aires
FAC03156,C0311,Difusor Cana,Aromatizacion,1,21100.0,21100.0,2024-01-11,Buenos Aires
FAC03156,C0311,Bolsa Regalo Pequeña,Regaleria,2,2300.0,4600.0,2024-01-11,Buenos Aires
FAC03156,C0311,Perchero Entrada,Decoracion,3,33200.0,99600.0,2024-01-11,Buenos Aires
FAC01957,C0131,Juego de Te x6,Cocina,1,33200.0,33200.0,2024-01-11,Buenos Aires
FAC03552,C0373,Esencia Jazmin,Aromatizacion,1,6000.0,6000.0,2024-01-11,Mar del Plata
FAC01957,C0131,Marco Foto 20x30,Decoracion,2,15100.0,30200.0,2024-01-11,Buenos Aires
FAC01957,C0131,Set Velas x3,Velas,1,15100.0,15100.0,2024-01-11,Buenos Aires
FAC03552,C0373,Cesta Desayuno,Regaleria,3,27200.0,81600.0,2024-01-11,Mar del Plata
FAC03552,C0373,Esencia Jazmin,Aromatizacion,2,6000.0,12000.0,2024-01-11,Mar del Plata
FAC03156,C0311,Juego de Te x6,Cocina,1,33200.0,33200.0,2024-01-11,Buenos Aires
FAC03552,C0373,Bolsa Regalo Pequeña,Regaleria,4,2300.0,9200.0,2024-01-11,Mar del Plata
FAC01738,C0102,Jabonera Ceramica,Bano,3,9800.0,29400.0,2024-01-12,Buenos Aires
FAC01738,C0102,Tabla de Cortar Madera,Cocina,2,18100.0,36200.0,2024-01-12,Buenos Aires
FAC01738,C0102,Vaso Bambu,Bano,4,7600.0,30400.0,2024-01-12,Buenos Aires
FAC02794,C0255,Servilletas Papel x20,Cocina,3,3800.0,11400.0,2024-01-12,Rosario
FAC02794,C0255,Regadera Decorativa,Decoracion,3,21100.0,63300.0,2024-01-12,Rosario
FAC01738,C0102,Tarjeta Saludo,Regaleria,1,1800.0,1800.0,2024-01-12,Buenos Aires
FAC02794,C0255,Papel Tissue Colores,Regaleria,3,1500.0,4500.0,2024-01-12,Rosario
FAC01955,C0131,Tarjeta Saludo,Regaleria,1,1800.0,1800.0,2024-01-14,Córdoba
FAC01955,C0131,Difusor Cana,Aromatizacion,4,21100.0,84400.0,2024-01-14,Córdoba
FAC02130,C0159,Papel Tissue Colores,Regaleria,4,1500.0,6000.0,2024-01-14,Mendoza
FAC03018,C0286,Cuadro Motivacional,Decoracion,1,25700.0,25700.0,2024-01-14,Buenos Aires
FAC02130,C0159,Reloj Pared Madera,Decoracion,2,37800.0,75600.0,2024-01-14,Mendoza
FAC01955,C0131,Salero Porcelana,Cocina,2,10600.0,21200.0,2024-01-14,Córdoba
FAC03018,C0286,Vela Aromatica Lavanda,Velas,3,5300.0,15900.0,2024-01-14,Buenos Aires
FAC03018,C0286,Jabonera Ceramica,Bano,3,9800.0,29400.0,2024-01-14,Buenos Aires
FAC02130,C0159,Guirnalda LED,Decoracion,4,16600.0,66400.0,2024-01-14,Mendoza
FAC02130,C0159,Delantal de Cocina,Cocina,2,12800.0,25600.0,2024-01-14,Mendoza
FAC03018,C0286,Taza Ceramica Negra,Cocina,4,8300.0,33200.0,2024-01-14,Buenos Aires
FAC02527,C0222,Vela Aromatica Lavanda,Velas,1,5300.0,5300.0,2024-01-14,Rosario
FAC03687,C0387,Mantel Navideno,Decoracion,2,22600.0,45200.0,2024-01-14,Buenos Aires
FAC03687,C0387,Marco Foto 20x30,Decoracion,3,15100.0,45300.0,2024-01-14,Buenos Aires
FAC03687,C0387,Marco Foto 10x15,Decoracion,2,9100.0,18200.0,2024-01-14,Buenos Aires
FAC02527,C0222,Portavelas Cristal,Velas,1,13600.0,13600.0,2024-01-14,Rosario
FAC01387,C0055,Difusor Cana,Aromatizacion,2,21100.0,42200.0,2024-01-15,Buenos Aires
FAC01387,C0055,Mantel Navideno,Decoracion,1,22600.0,22600.0,2024-01-15,Buenos Aires
FAC02147,C0163,Salero Porcelana,Cocina,3,10600.0,31800.0,2024-01-16,Córdoba
FAC02147,C0163,Espejo Redondo,Decoracion,4,30200.0,120800.0,2024-01-16,Córdoba
FAC03329,C0336,Difusor Cana,Aromatizacion,4,21100.0,84400.0,2024-01-17,Córdoba
FAC02098,C0154,Taza Ceramica Blanca,Cocina,2,8300.0,16600.0,2024-01-17,Buenos Aires
FAC03111,C0304,Planta Artificial,Decoracion,2,16600.0,33200.0,2024-01-17,Buenos Aires
FAC03111,C0304,Vela Aromatica Lavanda,Velas,1,5300.0,5300.0,2024-01-17,Buenos Aires
FAC03329,C0336,Jabonera Ceramica,Bano,1,9800.0,9800.0,2024-01-17,Córdoba
FAC03010,C0285,Mantel Navideno,Decoracion,4,22600.0,90400.0,2024-01-17,Mendoza
FAC03329,C0336,Tarjeta Saludo,Regaleria,4,1800.0,7200.0,2024-01-17,Córdoba
FAC03329,C0336,Tabla de Cortar Madera,Cocina,4,18100.0,72400.0,2024-01-17,Córdoba
FAC03111,C0304,Vela Aromatica Lavanda,Velas,2,5300.0,10600.0,2024-01-17,Buenos Aires
FAC03010,C0285,Guirnalda LED,Decoracion,4,16600.0,66400.0,2024-01-17,Mendoza
FAC02098,C0154,Marco Foto 20x30,Decoracion,4,15100.0,60400.0,2024-01-17,Buenos Aires
FAC03329,C0336,Tabla de Cortar Madera,Cocina,4,18100.0,72400.0,2024-01-17,Córdoba
FAC02098,C0154,Bolsa Regalo Pequeña,Regaleria,2,2300.0,4600.0,2024-01-17,Buenos Aires
FAC03111,C0304,Vela Aromatica Vainilla,Velas,2,5300.0,10600.0,2024-01-17,Buenos Aires
FAC02098,C0154,Toallero Bambu,Bano,1,24200.0,24200.0,2024-01-17,Buenos Aires
FAC03111,C0304,Jabonera Ceramica,Bano,1,9800.0,9800.0,2024-01-17,Buenos Aires
FAC03010,C0285,Taza Ceramica Blanca,Cocina,2,8300.0,16600.0,2024-01-17,Mendoza
FAC02098,C0154,Esencia Jazmin,Aromatizacion,1,6000.0,6000.0,2024-01-17,Buenos Aires
FAC02796,C0255,Juego de Te x6,Cocina,2,33200.0,66400.0,2024-01-18,Mendoza
FAC02978,C0279,Mantel Navideno,Decoracion,1,22600.0,22600.0,2024-01-18,Córdoba
FAC02978,C0279,Maceta Ceramica,Decoracion,1,12100.0,12100.0,2024-01-18,Córdoba
FAC02796,C0255,Taza Ceramica Blanca,Cocina,1,8300.0,8300.0,2024-01-18,Mendoza
FAC02978,C0279,Taza Ceramica Negra,Cocina,1,8300.0,8300.0,2024-01-18,Córdoba
FAC02978,C0279,Cojin Decorativo,Decoracion,3,19600.0,58800.0,2024-01-18,Córdoba
FAC01876,C0124,Taza Ceramica Blanca,Cocina,3,8300.0,24900.0,2024-01-19,Buenos Aires
FAC01608,C0084,Papel Tissue Colores,Regaleria,2,1500.0,3000.0,2024-01-19,Córdoba
FAC01608,C0084,Bolsa Regalo Pequeña,Regaleria,3,2300.0,6900.0,2024-01-19,Córdoba
FAC01608,C0084,Tarjeta Saludo,Regaleria,3,1800.0,5400.0,2024-01-19,Córdoba
FAC01876,C0124,Cesta Desayuno,Regaleria,2,27200.0,54400.0,2024-01-19,Buenos Aires
FAC01876,C0124,Bolsa Regalo Pequeña,Regaleria,4,2300.0,9200.0,2024-01-19,Buenos Aires
FAC01876,C0124,Bolsa Regalo Pequeña,Regaleria,4,2300.0,9200.0,2024-01-19,Buenos Aires
FAC01781,C0109,Lazo Decorativo,Regaleria,4,1200.0,4800.0,2024-01-20,Buenos Aires
FAC01781,C0109,Bolsa Regalo Grande,Regaleria,1,3000.0,3000.0,2024-01-20,Buenos Aires
FAC01781,C0109,Pimentero Porcelana,Cocina,4,10600.0,42400.0,2024-01-20,Buenos Aires
FAC01781,C0109,Papel Tissue Colores,Regaleria,2,1500.0,3000.0,2024-01-20,Buenos Aires
FAC03516,C0366,Bolsa Regalo Grande,Regaleria,1,3000.0,3000.0,2024-01-21,Buenos Aires
FAC03516,C0366,Vela Aromatica Vainilla,Velas,1,5300.0,5300.0,2024-01-21,Buenos Aires
FAC03516,C0366,Mantel Navideno,Decoracion,1,22600.0,22600.0,2024-01-21,Buenos Aires
FAC03516,C0366,Vela Aromatica Lavanda,Velas,2,5300.0,10600.0,2024-01-21,Buenos Aires
FAC01218,C0031,Portavelas Cristal,Velas,1,13600.0,13600.0,2024-01-21,Buenos Aires
FAC03103,C0302,Espejo Redondo,Decoracion,2,30200.0,60400.0,2024-01-21,Buenos Aires
FAC01218,C0031,Juego de Te x6,Cocina,1,33200.0,33200.0,2024-01-21,Buenos Aires
FAC03516,C0366,Cojin Decorativo,Decoracion,2,19600.0,39200.0,2024-01-21,Buenos Aires
FAC03103,C0302,Reloj Pared Madera,Decoracion,4,37800.0,151200.0,2024-01-21,Buenos Aires
FAC01218,C0031,Vela Aromatica Lavanda,Velas,4,5300.0,21200.0,2024-01-21,Buenos Aires
FAC03326,C0336,Regadera Decorativa,Decoracion,4,21100.0,84400.0,2024-01-22,Buenos Aires
FAC03326,C0336,Set Velas x3,Velas,4,15100.0,60400.0,2024-01-22,Buenos Aires
FAC03326,C0336,Vaso Bambu,Bano,1,7600.0,7600.0,2024-01-22,Buenos Aires
FAC03326,C0336,Marco Foto 10x15,Decoracion,3,9100.0,27300.0,2024-01-22,Buenos Aires
FAC03705,C0391,Cesta Desayuno,Regaleria,1,27200.0,27200.0,2024-01-23,Buenos Aires
FAC03705,C0391,Vaso Bambu,Bano,3,7600.0,22800.0,2024-01-23,Buenos Aires
FAC03705,C0391,Jabonera Ceramica,Bano,4,9800.0,39200.0,2024-01-23,Buenos Aires
FAC03730,C0394,Difusor Cana,Aromatizacion,1,21100.0,21100.0,2024-01-23,Buenos Aires
FAC01500,C0067,Reloj Pared Madera,Decoracion,3,37800.0,113400.0,2024-01-23,Rosario
FAC03730,C0394,Delantal de Cocina,Cocina,2,12800.0,25600.0,2024-01-23,Buenos Aires
FAC01035,C0005,Esencia Jazmin,Aromatizacion,3,6000.0,18000.0,2024-01-23,Buenos Aires
FAC01035,C0005,Dispensador Jabon,Bano,3,13600.0,40800.0,2024-01-23,Buenos Aires
FAC01035,C0005,Cojin Decorativo,Decoracion,2,19600.0,39200.0,2024-01-23,Buenos Aires
FAC01035,C0005,Jabonera Ceramica,Bano,1,9800.0,9800.0,2024-01-23,Buenos Aires
FAC03730,C0394,Esencia Jazmin,Aromatizacion,3,6000.0,18000.0,2024-01-23,Buenos Aires
FAC01500,C0067,Pimentero Porcelana,Cocina,3,10600.0,31800.0,2024-01-23,Rosario
FAC01500,C0067,Bolsa Regalo Pequeña,Regaleria,1,2300.0,2300.0,2024-01-23,Rosario
FAC03730,C0394,Marco Foto 20x30,Decoracion,3,15100.0,45300.0,2024-01-23,Buenos Aires
FAC01500,C0067,Vaso Bambu,Bano,4,7600.0,30400.0,2024-01-23,Rosario
FAC01500,C0067,Pimentero Porcelana,Cocina,4,10600.0,42400.0,2024-01-23,Rosario
FAC02948,C0276,Espejo Redondo,Decoracion,2,30200.0,60400.0,2024-01-24,Mar del Plata
FAC02050,C0148,Guirnalda LED,Decoracion,4,16600.0,66400.0,2024-01-24,Buenos Aires
FAC01100,C0018,Espejo Redondo,Decoracion,3,30200.0,90600.0,2024-01-24,Mendoza
FAC03327,C0336,Marco Foto 10x15,Decoracion,2,9100.0,18200.0,2024-01-24,Buenos Aires
FAC02050,C0148,Guirnalda LED,Decoracion,2,16600.0,33200.0,2024-01-24,Buenos Aires
FAC02050,C0148,Mantel Navideno,Decoracion,2,22600.0,45200.0,2024-01-24,Buenos Aires
FAC01100,C0018,Esencia Jazmin,Aromatizacion,2,6000.0,12000.0,2024-01-24,Mendoza
FAC02948,C0276,Taza Ceramica Negra,Cocina,4,8300.0,33200.0,2024-01-24,Mar del Plata
FAC03327,C0336,Bolsa Regalo Grande,Regaleria,4,3000.0,12000.0,2024-01-24,Buenos Aires
FAC02948,C0276,Marco Foto 20x30,Decoracion,3,15100.0,45300.0,2024-01-24,Mar del Plata
FAC02948,C0276,Aromatizador Hogar,Aromatizacion,1,11300.0,11300.0,2024-01-24,Mar del Plata
FAC03327,C0336,Marco Foto 20x30,Decoracion,2,15100.0,30200.0,2024-01-24,Buenos Aires
FAC02948,C0276,Vela Aromatica Vainilla,Velas,3,5300.0,15900.0,2024-01-24,Mar del Plata
FAC02765,C0251,Papel Tissue Colores,Regaleria,3,1500.0,4500.0,2024-01-25,Córdoba
FAC02765,C0251,Lazo Decorativo,Regaleria,1,1200.0,1200.0,2024-01-25,Córdoba
FAC02518,C0221,Difusor Cana,Aromatizacion,2,21100.0,42200.0,2024-01-25,Rosario
FAC03106,C0303,Vela Aromatica Lavanda,Velas,3,5300.0,15900.0,2024-01-25,Buenos Aires
FAC03106,C0303,Taza Ceramica Blanca,Cocina,4,8300.0,33200.0,2024-01-25,Buenos Aires
FAC03106,C0303,Juego de Te x6,Cocina,1,33200.0,33200.0,2024-01-25,Buenos Aires
FAC01050,C0009,Set Velas x3,Velas,4,15100.0,60400.0,2024-01-25,Buenos Aires
FAC01050,C0009,Jabonera Ceramica,Bano,3,9800.0,29400.0,2024-01-25,Buenos Aires
FAC01050,C0009,Marco Foto 20x30,Decoracion,2,15100.0,30200.0,2024-01-25,Buenos Aires
FAC01050,C0009,Marco Foto 10x15,Decoracion,3,9100.0,27300.0,2024-01-25,Buenos Aires
FAC02765,C0251,Bolsa Regalo Grande,Regaleria,4,3000.0,12000.0,2024-01-25,Córdoba
FAC02124,C0158,Reloj Pared Madera,Decoracion,1,37800.0,37800.0,2024-01-25,La Plata
FAC02124,C0158,Lazo Decorativo,Regaleria,1,1200.0,1200.0,2024-01-25,La Plata
FAC02124,C0158,Bolsa Regalo Grande,Regaleria,1,3000.0,3000.0,2024-01-25,La Plata
FAC01396,C0057,Pimentero Porcelana,Cocina,1,10600.0,10600.0,2024-01-25,Buenos Aires
FAC01396,C0057,Salero Porcelana,Cocina,1,10600.0,10600.0,2024-01-25,Buenos Aires
FAC02124,C0158,Papel Tissue Colores,Regaleria,4,1500.0,6000.0,2024-01-25,La Plata
FAC03106,C0303,Maceta Ceramica,Decoracion,3,12100.0,36300.0,2024-01-25,Buenos Aires
FAC02518,C0221,Esencia Jazmin,Aromatizacion,2,6000.0,12000.0,2024-01-25,Rosario
FAC02655,C0239,Vela Aromatica Lavanda,Velas,2,5300.0,10600.0,2024-01-26,Buenos Aires
FAC02655,C0239,Portavelas Cristal,Velas,3,13600.0,40800.0,2024-01-26,Buenos Aires
FAC01505,C0068,Tabla de Cortar Madera,Cocina,3,18100.0,54300.0,2024-01-26,Rosario
FAC01505,C0068,Reloj Pared Madera,Decoracion,3,37800.0,113400.0,2024-01-26,Rosario
FAC01505,C0068,Dispensador Jabon,Bano,2,13600.0,27200.0,2024-01-26,Rosario
FAC02655,C0239,Aromatizador Hogar,Aromatizacion,1,11300.0,11300.0,2024-01-26,Buenos Aires
FAC01390,C0056,Toallero Bambu,Bano,3,24200.0,72600.0,2024-01-27,Mar del Plata
FAC02855,C0262,Mantel Navideno,Decoracion,1,22600.0,22600.0,2024-01-27,Mendoza
FAC01389,C0055,Bolsa Regalo Pequeña,Regaleria,4,2300.0,9200.0,2024-01-27,La Plata
FAC01389,C0055,Papel Tissue Colores,Regaleria,2,1500.0,3000.0,2024-01-27,La Plata
FAC01389,C0055,Tarjeta Saludo,Regaleria,4,1800.0,7200.0,2024-01-27,La Plata
FAC01390,C0056,Difusor Cana,Aromatizacion,2,21100.0,42200.0,2024-01-27,Mar del Plata
FAC02855,C0262,Pimentero Porcelana,Cocina,1,10600.0,10600.0,2024-01-27,Mendoza
